Field,Date,close_price,return_price
Close,2023-04-25,162.9005,-0.00943556851170134
Close,2023-04-26,162.8905,-6.138716578519345e-05
Close,2023-04-27,167.5158,0.028395148888363714
Close,2023-04-28,168.7791,0.007541378186415769
Close,2023-05-01,168.6896,-0.0005302789267153742
Close,2023-05-02,167.6452,-0.006191253047016676
Close,2023-05-03,166.5609,-0.006467826099405082
Close,2023-05-04,164.9098,-0.00991289072045128
Close,2023-05-05,172.6485,0.046926865474338234
Close,2023-05-08,172.5788,-0.00040371042899307923
Close,2023-05-09,170.858,-0.009971097261077241
Close,2023-05-10,172.6335,0.01039167027590159
Close,2023-05-11,172.8275,0.0011237679824598842
Close,2023-05-12,171.8912,-0.0054175406113031125
Close,2023-05-15,171.3932,-0.0028971814729316595
Close,2023-05-16,171.3932,0.0
Close,2023-05-17,172.0107,0.0036028267165792273
Close,2023-05-18,174.3614,0.013666010312149122
Close,2023-05-19,174.471,0.0006285794906441469
Close,2023-05-22,173.5148,-0.0054805669710152145
Close,2023-05-23,170.8852,-0.015154903212867206
Close,2023-05-24,171.1641,0.0016320898474531033
Close,2023-05-25,172.3095,0.006691823811184843
Close,2023-05-26,174.7399,0.014104852024989867
Close,2023-05-30,176.6026,0.010659843573219337
Close,2023-05-31,176.5528,-0.00028198905338882175
Close,2023-06-01,179.3816,0.016022402363485604
Close,2023-06-02,180.2382,0.004775294679053005
Close,2023-06-05,178.8736,-0.007571092032654541
Close,2023-06-06,178.5051,-0.0020601139575656307
Close,2023-06-07,177.1205,-0.007756641126780165
Close,2023-06-08,179.8597,0.015465177661535571
Close,2023-06-09,180.2482,0.0021600169465421848
Close,2023-06-12,183.0671,0.01563899112446068
Close,2023-06-13,182.5889,-0.002612156963211933
Close,2023-06-14,183.2264,0.0034914499183686253
Close,2023-06-15,185.2783,0.011198713722476614
Close,2023-06-16,184.1926,-0.005859833558490135
Close,2023-06-20,184.2823,0.00048699024825097996
Close,2023-06-21,183.2364,-0.005675531507909273
Close,2023-06-22,186.2644,0.016525100907898167
Close,2023-06-23,185.9457,-0.001711008652216993
Close,2023-06-26,184.5412,-0.007553280339367808
Close,2023-06-27,187.3203,0.015059509746333067
Close,2023-06-28,188.5056,0.006327664433593069
Close,2023-06-29,188.8442,0.001796233109255183
Close,2023-06-30,193.207,0.02310264228395679
Close,2023-07-03,191.703,-0.007784397045655648
Close,2023-07-05,190.5774,-0.005871582604341045
Close,2023-07-06,191.0555,0.0025086920065022582
Close,2023-07-07,189.93,-0.005890958386437387
Close,2023-07-10,187.8681,-0.010856104880745582
Close,2023-07-11,187.3402,-0.0028099501724879756
Close,2023-07-12,189.0235,0.008985257835744824
Close,2023-07-13,189.7905,0.004057696529796538
Close,2023-07-14,189.9399,0.0007871837631492922
Close,2023-07-17,193.2269,0.017305473994668873
Close,2023-07-18,192.968,-0.0013398755556292175
Close,2023-07-19,194.3326,0.007071638820944531
Close,2023-07-20,192.3703,-0.010097636732077003
Close,2023-07-21,191.185,-0.0061615540444652
Close,2023-07-24,191.9918,0.004219996338624943
Close,2023-07-25,192.8584,0.0045137344407416196
Close,2023-07-26,193.7349,0.004544785189548505
Close,2023-07-27,192.46,-0.006580641897768561
Close,2023-07-28,195.0597,0.013507741868440113
Close,2023-07-31,195.6773,0.0031662101397675183
Close,2023-08-01,194.8356,-0.0043014698179093995
Close,2023-08-02,191.8225,-0.015464832915545252
Close,2023-08-03,190.418,-0.007321873085795382
Close,2023-08-04,181.2741,-0.04802014515434466
Close,2023-08-07,178.1465,-0.017253430026683354
Close,2023-08-08,179.0928,0.005311920245416036
Close,2023-08-09,177.4891,-0.00895457550498961
Close,2023-08-10,177.27,-0.0012344420023539327
Close,2023-08-11,177.3298,0.00033733852315674185
Close,2023-08-14,178.9955,0.009393232271169238
Close,2023-08-15,176.9907,-0.011200281571324357
Close,2023-08-16,176.113,-0.0049590176206998696
Close,2023-08-17,173.5496,-0.014555427481219452
Close,2023-08-18,174.0383,0.002815909688066088
Close,2023-08-21,175.3848,0.007736802761231409
Close,2023-08-22,176.7712,0.007904903959750107
Close,2023-08-23,180.6512,0.021949276805271423
Close,2023-08-24,175.9234,-0.02617087514503088
Close,2023-08-25,178.1477,0.01264357100874585
Close,2023-08-28,179.7236,0.008846030569016713
Close,2023-08-29,183.6434,0.021810157374991427
Close,2023-08-30,187.1643,0.019172483192970633
Close,2023-08-31,187.3837,0.0011722320976810608
Close,2023-09-01,188.9696,0.008463382887625815
Close,2023-09-05,189.209,0.0012668704384196673
Close,2023-09-06,182.4365,-0.03579375188283859
Close,2023-09-07,177.1004,-0.029249081187152724
Close,2023-09-08,177.7188,0.0034918046486624526
Close,2023-09-11,178.8957,0.0066222594345675175
Close,2023-09-12,175.8437,-0.017060220005287955
Close,2023-09-13,173.7591,-0.011854846093434243
Close,2023-09-14,175.2851,0.008782273849254575
Close,2023-09-15,174.557,-0.0041538042879857556
Close,2023-09-18,177.5093,0.016913100018905048
Close,2023-09-19,178.6065,0.006181084596694455
Close,2023-09-20,175.0357,-0.019992553462500073
Close,2023-09-21,173.4798,-0.008889043777926332
Close,2023-09-22,174.3376,0.004944667909462643
Close,2023-09-25,175.6242,0.007379934104863166
Close,2023-09-26,171.5149,-0.02339825604899547
Close,2023-09-27,169.9888,-0.008897769231711143
Close,2023-09-28,170.2482,0.001525982888284401
Close,2023-09-29,170.7668,0.00304614086962442
Close,2023-10-02,173.3003,0.014836021990222947
Close,2023-10-03,171.9537,-0.00777032699885687
Close,2023-10-04,173.2105,0.007308944209982096
Close,2023-10-05,174.4573,0.0071981779395591345
Close,2023-10-06,177.0306,0.014750314260280246
Close,2023-10-09,178.5267,0.008451081338480538
Close,2023-10-10,177.9282,-0.003352439719100848
Close,2023-10-11,179.3346,0.007904311964039375
Close,2023-10-12,180.2422,0.005060930796399592
Close,2023-10-13,178.3871,-0.010292262300393543
Close,2023-10-16,178.2574,-0.0007270705112646257
Close,2023-10-17,176.6915,-0.00878448804930398
Close,2023-10-18,175.3848,-0.007395375555700065
Close,2023-10-19,175.0058,-0.002160962637583297
Close,2023-10-20,172.4325,-0.014704084093212848
Close,2023-10-23,172.5522,0.0006941846809620842
Close,2023-10-24,172.9911,0.002543578117230552
Close,2023-10-25,170.6571,-0.013492023578091445
Close,2023-10-26,166.458,-0.024605480815037963
Close,2023-10-27,167.7846,0.007969577911545334
Close,2023-10-30,169.8492,0.012305062562356642
Close,2023-10-31,170.328,0.0028189711814951544
Close,2023-11-01,173.5197,0.018738551500634054
Close,2023-11-02,177.1104,0.0206933276164032
Close,2023-11-03,176.1927,-0.005181513903192565
Close,2023-11-06,178.7661,0.014605599437434084
Close,2023-11-07,181.3494,0.014450726396112062
Close,2023-11-08,182.4166,0.005884772709476764
Close,2023-11-09,181.9378,-0.002624761123713403
Close,2023-11-10,186.1624,0.023220023546508647
Close,2023-11-13,184.5645,-0.008583365921367481
Close,2023-11-14,187.2011,0.01428552077999825
Close,2023-11-15,187.7704,0.003041114608835089
Close,2023-11-16,189.4682,0.009041893717007584
Close,2023-11-17,189.4483,-0.00010503081783648609
Close,2023-11-20,191.206,0.00927799299333908
Close,2023-11-21,190.397,-0.004231038774933828
Close,2023-11-22,191.0662,0.003514761261994768
Close,2023-11-24,189.7279,-0.007004378587107524
Close,2023-11-27,189.5481,-0.0009476729569030184
Close,2023-11-28,190.1573,0.0032139599394559325
Close,2023-11-29,189.1287,-0.0054092059573836145
Close,2023-11-30,189.7079,0.003062464871804152
Close,2023-12-01,190.9963,0.006791493659462762
Close,2023-12-04,189.1886,-0.009464581251050323
Close,2023-12-05,193.1735,0.021063108453680517
Close,2023-12-06,192.0749,-0.005687115468736531
Close,2023-12-07,194.0224,0.010139273793712718
Close,2023-12-08,195.4606,0.007412546180234832
Close,2023-12-11,192.9338,-0.012927413504307306
Close,2023-12-12,194.4619,0.007920333295669412
Close,2023-12-13,197.7077,0.016691187322555083
Close,2023-12-14,197.8575,0.0007576841974288258
Close,2023-12-15,197.3182,-0.0027256990510847313
Close,2023-12-18,195.6404,-0.008503016954340708
Close,2023-12-19,196.689,0.005359833653989633
Close,2023-12-20,194.5817,-0.01071386808616639
Close,2023-12-21,194.4319,-0.0007698565692457155
Close,2023-12-22,193.3533,-0.005547443603647461
Close,2023-12-26,192.804,-0.002840913498761015
Close,2023-12-27,192.9038,0.0005176241156821833
Close,2023-12-28,193.3333,0.002226498389352717
Close,2023-12-29,192.2846,-0.0054243112800536515
